station_a,station_b,distance_km,n_both_active_hours,n_offline_a,n_offline_b,n_both_offline,p_offline_a,p_offline_b,expected_both_offline_if_independent,cooccurrence_ratio
IALWAH18,IMISRA12,672.1934249749501,3922,316,484,201,0.08057113717491075,0.12340642529321774,38.996430392656805,5.154317920284549
IALWAH18,IMISRA13,734.5404696482832,4207,387,562,255,0.09198954124078916,0.13358687901117186,51.69812217732351,4.9324808960247175
IALWAH18,IMURQU5,812.595571461042,3889,356,978,187,0.09154024170737979,0.25147852918488045,89.52635638981744,2.088770363732451
IALWAH18,IMURQU6,778.1614126474533,3534,336,1435,198,0.09507640067911714,0.4060554612337295,136.4346349745331,1.451244400199104
IALWAH18,IMURQU7,782.0272821987522,4128,387,616,219,0.09375,0.14922480620155038,57.74999999999999,3.7922077922077926
IALWAH18,INALUT3,1000.3731273093186,4104,387,1535,248,0.09429824561403509,0.37402534113060426,144.74780701754386,1.713324748125142
IALWAH18,INUQAT10,945.7931025092751,4014,386,657,219,0.09616342800199303,0.16367713004484305,63.17937219730942,3.466321243523316
IALWAH18,INUQAT8,981.6035288021835,4092,387,280,183,0.09457478005865103,0.06842619745845552,26.480938416422287,6.9106312292358805
IALWAH18,INUQAT9,932.8994162692786,4072,387,661,237,0.0950392927308448,0.16232809430255402,62.820972495088405,3.77262545591012
IALWAH18,ITAHLI1,872.308466001155,4119,387,474,238,0.09395484340859432,0.11507647487254188,44.53459577567371,5.344159879632355
IALWAH18,ITRIPO32,860.5191118047845,3634,348,1898,262,0.0957622454595487,0.5222894881673088,181.75674188222345,1.4414871068154016
IALWAH18,ITRIPO33,879.4929955361641,3959,373,636,243,0.09421571103814094,0.16064662793634757,59.921192220257645,4.05532652132126
IALWAH18,IZAWIY5,922.4313667634484,4174,387,543,176,0.09271681839961668,0.1300910397700048,50.34523239099186,3.495862301978195
IALWAH18,IZAWIY7,904.1281587687238,4139,387,472,201,0.09350084561488282,0.11403720705484416,44.13239913022469,4.5544770726579955
IBARAS3,IBIRAL3,46.10933177347184,4152,541,553,217,0.13029865125240847,0.1331888246628131,72.05515414258187,3.011581927513513
IBARAS3,IDERNA7,905.2641562724161,3924,519,1785,300,0.13226299694189603,0.45489296636085624,236.0894495412844,1.2707048137173944
IBARAS3,IJABAL13,44.224473012820106,4118,541,410,252,0.1313744536182613,0.09956289460903352,53.86352598348714,4.678490600063116
IBARAS3,IJABAL14,75.07721870764338,4152,541,412,146,0.13029865125240847,0.09922928709055877,53.68304431599229,2.7196669238913915
IBARAS3,IJABAL15,75.8525493618402,4152,541,413,297,0.13029865125240847,0.09947013487475916,53.8133429672447,5.519077307291224
IBARAS3,IJABAL16,14.02985302043116,4151,541,701,226,0.13033004095398698,0.16887496988677428,91.36135870874487,2.4736935088769414
